,title,link,description,long_description,id,keyword_set
2086,indvaus india draw run victory australia,http://www.pudhari.news/news/Sports/Australia-win-the-toss-and-elect-to-field-2nd-ODI/,rajkot leader online live update australia batting australia scored runs loss wickets overs australia scored runs loss wickets overs,rajkot second one day cricket match begun india australia rajkot online australia toss elected bowl first australian,3932,india draw run victory leader online live update australia scored runs wickets overs overs wickets
2087,heres first look huaweis expensive smartphone,https://www.gadgetsnow.com/tech-news/heres-the-first-look-of-huaweis-most-expensive-smartphone/articleshow/73322146.cms,new delhi chinese smartphone maker huawei working next generation flagship smartphone pro expected launch coming weeks fresh leaks smartphone,new delhi chinese smartphone maker huawei working next generation flagship smartphone pro expected launch coming weeks fresh leaks smartphone surfaced online give us clear picture device look popular tipster evan blass shared images yet launch huawei pro per blass pro come ceramic body covered glass front back along device also come penta camera setup powered leica dual punch hole display said premium edition huawei pro main highlight smartphone design protruding camera bump houses penta camera one periscope style telephoto camera leica branding technical details suggest ultrawide telephoto lens would amount zoom reach hand low end pro model expected sport quad camera setup optical zoom lens images also shows front device reveals notchless screen punch hole two selfie cameras power button volume rockers placed right side also usb type port placed bottom interestingly smartphone consists headphone jack earlier rumours reveal huawei pro said come inch oled curved screen powered huaweis kirin processor smartphone expected backed mah battery support huawei supercharge expected company launch huawei pro event march paris,491,first look expensive smartphone chinese smartphone maker huawei smartphone new delhi fresh leaks coming weeks
2088,unnao high court seeks response cbi sengars plea convict life imprisonment,https://navbharattimes.indiatimes.com/india/high-court-seeks-response-from-cbi-on-sengars-plea-against-unnao-convict-life-imprisonment/articleshow/73325161.cms,new delhi jan pti delhi high court filed plea challenging conviction bjp expelled mla kuldeep singh sengar unnao rape case life imprisonment,new delhi jan language delhi high court filed plea challenging conviction bjp expelled mla kuldeep singh sengar unnao rape case life imprisonment,1922,high court seeks response convict life imprisonment unnao rape case delhi high court new delhi plea challenging life imprisonment jan
2089,pics tania looks ethereal beautiful black suit,https://timesofindia.indiatimes.com/entertainment/punjabi/movies/photo-stories/punjabi-actresses-who-will-make-you-sing-tenu-suit-suit-karda/pics-tania-looks-ethereal-in-a-beautiful-black-suit/photostory/73323038.cms,,,2729,tania looks ethereal beautiful black suit
2090,killer caught laws came running parol,https://navbharattimes.indiatimes.com/metro/mumbai/crime/a-killer-was-caught-by-his-in-laws-car/articleshow/73301917.cms,crime branch arrested rajesh trivedi accused murder elderly woman city singrauli madhya pradesh mumbai vehicle number rajesh teamed partner michael year,crime branch arrested rajesh trivedi accused murder elderly woman city singrauli madhya pradesh mumbai vehicle number rajesh teamed partner michael year,696,laws came running killer caught year mumbai vehicle number arrested rajesh trivedi rajesh teamed partner michael madhya pradesh elderly woman crime branch
2091,convict prisoner doctor bomb lies,https://tamil.samayam.com/latest-news/india-news/jalees-ansari-known-as-dr-bomb-disappears-a-day-before-his-parole-ends/articleshow/73321424.cms,jalees ansari released parole connection bombings country jalees ansaris family says missing parole ends today,jalis ansari involved bombings country released parole parole closing today jalis says ansari missing,4675,parole ends today jalees ansari family says bombings
2092,woman abducted gang raped,http://www.Dinakaran.com/News_Detail.asp?Nid=556679,trichy lorry stopped old dairy farm vishwasnagar service road trichy night yesterday public rescued year old respectable woman came daze,trichy lodi auto stopped last night viswasnagar service road trichy public rescued year old woman descended,697,woman abducted gang raped old respectable woman public rescued lorry stopped daze
2093,dmk donates rs lakh family special assistant inspector wilson shot dead kaliyakkavilai,http://www.Dinakaran.com/News_Detail.asp?Nid=556788,kanyakumari rs lakh announced dmk leader stalin family special assistant inspector wilson shot dead kaliyakkavilai kumari district given wife angel mary,kanyakumari dmk chief stalin announced rs lakh donation wife angel mary family special assistant inspector wilson shot dead kaliyakkavil kumari district,4121,special assistant inspector wilson shot dead special assistant inspector wilson rs lakh announced wife angel mary dmk leader stalin shot dead kumari district
2094,pakistan arrested nuclear smuggling,http://navbharattimes.indiatimes.com/video/news/pakistan-caught-again-in-nuclear-smuggling-activity-5-arrested/videoshow/73325243.cms,,,3736,pakistan arrested nuclear smuggling
2095,delhi journalists association election held,https://www.newspointapp.com/hindi-news/publisher-crichindinews-hindi/cricket/articleshow/1450482099701860bcc65ee14a9b0b62263bc5c2,new delhi rakesh thapliyal editor sports today election delhi journalists association affiliated national union journalists india k dainik bhaskar political editor malik called general secretary,new delhi rakesh thapliyal editor sports today election delhi journalists association affiliated national union journalists india chairman dainik bhaskar political editor k malik general secretary,5824,sports today rakesh thapliyal political editor new delhi national union journalists india delhi journalists dainik bhaskar association affiliated
2096,australian open mens singles draw analysis preview prediction bottom half,https://www.sportskeeda.com/tennis/australian-open-2020-men-s-singles-draw-analysis-preview-and-prediction-bottom-half,novak djokovic defending champion coming tournaments nd edition open era defending champion novak djokovic look continue reign successful male player,novak djokovic defending champion coming tournaments nd edition open era defending champion novak djokovic look continue reign successful male player australian open placed bottom half draw alongside third seed roger federer virtue second seed serb hands full number dangerous floaters looking big break years first slam djokovic readies begin main draw play monday look prospects big names bottom half draw fifth section davis cup teammates matteo berrettini fobio fognini headline section expected fourth round matteo berrettini vs fabio fognini analysis top ranked italian stars matteo berrettini fabio fognini set blockbuster fourth round match get respective sides draw american duo tennys sandgren sam querrey stand way berrettini big serving reilly opelka also united states test fognini first round prediction sam querry vs fabio fognini sixth section roger federer look move past last years disappointment expected fourth round denis shapovalov vs roger federer analysis federer set face another nextgen star years tournament swiss th seed denis shapovalov make way early rounds shapovalov stern test form grigor dimitrov awaiting round federer likelihood face winner hubert hurkacz vs john millman second round clash prediction grigor dimitrov vs roger federer seventh section stefanos tsitsipas reached semifinals last year expected fourth round stefanos tsitsipas vs roberto bautista agut analysis confident looking stefanos tsitsipas look better showing reached semifinals however wary couple seasoned campaigners philipp kohlschreiber milos raonic early roberto bautista agut high seed section going likely tough spaniard looked strong start year thoroughly tested former finalist marin cilic ever fiesty benoit paire prediction stefanos tsitsipas vs roberto bautista agut eighth section diego schwartzman looked good touch atp cup expected fourth round diego schwartzman vs novak djokovic analysis finally last section featuring novak djokovic serb good chance test strong first round opponent jan lennard struff assuming manages get past german things get easier going forward djokovics prospect fourth round opponent diego schwartzman sweat likes llyod harris dusan lajovic current form indication argentinian come top end prediction diego schwartzman vs novak djokovic,2103,singles draw analysis preview australian open bottom half b novak djokovic successful male player defending champion coming look continue nd edition
2097,modi investigates devendra singh suspicion rahul,http://maharashtratimes.indiatimes.com/video/news/best-way-to-silence-davinder-singh-is-to-give-nia-the-case-tweets-rahul-gandhi/videoshow/73324687.cms,new delhi congress leader rahul gandhi targeted center interrogation police officer devendra singh arrested along terrorists hand investigation nia keep devendra singh calm,new delhi congress leader rahul gandhi targeted central government investigation devendra singh police officer arrested terrorists devendra singh calm handing investigation nia,6006,modi investigates devendra singh congress leader rahul gandhi police officer devendra singh keep devendra singh new delhi arrested along
2098,hindi teacher taught biology suspension promoting secularism,https://malayalam.samayam.com/latest-news/kerala-news/muslim-girl-students-asked-to-move-to-pakistan-for-opposing-citizenship-act-amendment-teacher-suspended-in-kodungallur-govt-girls-high-school/articleshow/73321430.cms,thrissur teacher spoke students biology class promoted secularism teaching hindi suspended kodungallur govt vidya kk kalesan girls high school,thrissur teacher spoke students teaching hindi suspended candidates govt vidyalaya place girls,3737,hindi teacher taught promoting secularism girls high school teaching hindi promoted secularism kodungallur govt kk kalesan biology class
2099,gujarati girls body found crushed canada find whole incident,https://www.newspointapp.com/gujarati-news/publisher-jentilal-gujarati/top-news/articleshow/145048209e0be673812805e4613af18846ae901a,nowadays craze settling abroad among youth increasing lot main factor marry nri man woman way youth also ready settle abroad often craze deadly,nowadays craze settling abroad youth increasing main factor marry nri youth girl way youths also prepared settle abroad often craze fatal,56,body found crushed whole incident gujarati girl settling abroad among settle abroad nri man main factor also ready
2100,fujisoft center excellence city,https://eisamay.indiatimes.com/business/business-news/fujisoft-excellence-center-to-start-in-kolkata/articleshow/73325126.cms,time digital desk fujisoft building center excellence kolkata help states small medium enterprises grow business enhancing skills first week march,time digital desk fujisoft set center excellence kolkata enhance efficiency small small medium enterprises state increasing efficiency first week march,6949,fujisoft center time digital desk medium enterprises grow march first week
2101,wwe smackdown th january start time predictions location friday night smackdown,https://www.sportskeeda.com/wwe/wwe-smackdown-17th-january-2020-start-time-predictions-location-and-more-of-friday-night-smackdown,big dog put away glorious one weeks smackdown promises one remember roman reigns robert roode facing tables match long hiatus see,big dog put away glorious one weeks smackdown promises one remember roman reigns robert roode facing tables match long hiatus see shaman sexy john morrison return wwe ring faces big lacey evans finally get hands sasha banks special appearance devils favourite demon kane last week roman reigns usos decimated returning robert roode laid big dog would proceed deliver spinebuster announcers desk dolph ziggler put exclamation point driving former wwe champion tonight reigns get hands glorious one tables match sure leave carnage arena roode king corbin ziggler help usos making sure thwart showoff lone wolf making instant classic interesting see emerges top last week john morrison assisted miz victory kofi kingston guru greatness took big distraction enough lister pick win week big looking revenge ruin morrisons return wwe new day member spoil shaman sexys stylish return big red machine kane making grand return friday night smackdown tonight coincidence former world champion returning time royal rumble kane league iconic match competed royal rumble matches eliminations superstar wwe history mayor knox county announce years match something else mind guess tune find wwe smackdown live location date start time venue gr day date friday th january start time pm et us uk watch wwe smackdown live wwe smackdown live watched live fox united states america show air bt sport bt sport box office uk watch wwe smackdown live india wwe smackdown watched live sony ten ten hindi channels india show air th january catch updates tonights show right,3323,friday night smackdown wwe smackdown big dog put away robert roode facing tables match smackdown promises see roman reigns long hiatus glorious one
2102,shocking bpo employee forced pay rs crores notice,https://www.newspointapp.com/kannada-news/publisher-kannadadunia-kannada/top-news/articleshow/14504820f20061bce79620ce6dd506e51cbf6d29,bhind based man working bpo punjabi ludhiana shock lifetime waiting ravi gupta bank account mumbai pan card,bhind based man working bpo punjabi ludhiana shock lifetime waiting ravi gupta bank account mumbai pan card,1520,pay rs bpo employee forced crores notice based man working ravi gupta punjabi ludhiana pan card bank account
2103,never delayed work related nirbhaya case want convicts hanged earliest kejriwal,https://www.newspointapp.com/english-news/publisher-sify/top-news/never-delayed-work-related-to-nirbhaya-case--want-convicts-to-be-hanged-at-the-earliest--kejriwal-news-national-ubroviicbbhjahtml/articleshow/145048209d6b794e007fa5782d312eb8362f4744,new delhi india jan ani delhi government wants convicts delhi gang rape case hanged earliest said chief minister arvind kejriwal friday work tha,new delhi india jan ani delhi government wants convicts delhi gang rape case hanged earliest said chief minister arvind kejriwal friday work delhi government completed us within hours never delayed work related case delhi government hardly role want convicts hanged earliest kejriwal told reporters response came victims mother asha devi accuse,2730,nirbhaya case want convicts never delayed work related work tha delhi government wants delhi gang new delhi rape case jan ani
2104,mahesh babus daughter mimics rashmika mandanna sarileru neekevvaru must watch video,https://www.ibtimes.co.in/mahesh-babus-daughter-mimics-rashmika-mandanna-sarileru-neekevvaru-must-watch-video-811854,video featuring superstar mahesh babus daughter sitara mimicking rashmika mandannas dialogue sarileru neekevvaru creating buzz social media clip sure go viral soon rashmi,video featuring superstar mahesh babus daughter sitara mimicking rashmika mandannas dialogue sarileru neekevvaru creating buzz social media clip sure go viral soon rashmika mandanna played mahesh babus love interest sarileru neekevvaru actress million hearts comedy timing childish mannerism movie train sequence one biggest highlights film boarding training seen begging oh god please send one cute sweet handsome guy understand many consider scene epic scene rashmika mandanna viewers remember forever mahesh babus daughter sitara friend aadhya enacted scene shreyas media tweeted video wrote little extra cuteness mikuardamavutunda aadhya sitara sarileruneekkevvaru iamrashmika,2104,daughter mimics rashmika mandanna must watch video sarileru neekevvaru mahesh babu go viral soon social media sarileru neekevvaru rashmi
2105,amravati farmers angry coffee drinking bots,http://tv5news.in/amaravati-farmers-fires-on-botsa/,capital villages flooded days people limited initiations without even celebrating sankranthi police repression even count baton charge jai amravatis slogan change despite bloodshed,capital villages around days people limited initiation without even celebrating sankranti police coffin lathi charge counted jai amravati slogan human,2105,amravati farmers angry drinking bots police repression jai amravati even count change despite capital villages baton charge days
2106,seducesomeoneinfourwords gone wrong german foreign office apologizes visa got approved remark,https://www.ibtimes.co.in/seducesomeoneinfourwords-gone-wrong-german-foreign-office-apologizes-after-your-visa-got-811855,twitter buzzing new trend people always making hashtag seducesomeoneinfourwords one top trends around globe tweets respo,twitter buzzing new trend people always making hashtag seducesomeoneinfourwords one top trends around globe tweets response outright hilarious theres delicate line humour offensive humour german foreign office caught latter joining seducesomeoneinfourwords fun official twitter handle german foreign office tweeted visa got approved followed trending hashtag thursday joke sit well lot twitter users called german foreign office tweets insensitivity visa got approved isnt funny german foreign offices tweet went viral taken shortly government office later issued apology previous tweet could hurt peoples feelings funny apparently always strong suit deleted tweet apologize offended know visa process complex visa decisions deeply affect peoples lives colleagues take decisions seriously office tweeted even though original tweet deleted german foreign office included screenshot tweet apology peoples reactions following tweet lot users critiqued offices attempt humour noted evening standard one user said people wait years visa often family reunion medical treatment working studying process often really hard often humiliating someone developing country seeing joking outright offensive another user also expressed similar criticism saying playing peoples feelings inappropriate thousands people whore waiting visas get approved order come get treatment study etc meanwhile another user wrote visa application process make people feel less human might funny gloating discretionary power laughing people subjected cool quite touch users took joke intended many accepted government bodys apology wished tweet wasnt deleted think german foreign offices attempt humour,6767,german foreign office apologizes visa got approved seducesomeoneinfourwords gone wrong top trends around respo new trend
2107,varayans first look poster manju warrier released official facebook page evening,http://timeskerala.com/archives/180994,manju warriers first look poster varayan directed jijo joseph starring siju wilson released official facebook page pm today maniyan pillai raju,manju warrier first look poster virayaan directed jijo joseph released today pm official facebook page maniyanpilla raju movie,698,official facebook page maniyan pillai raju starring siju wilson official facebook page first look poster pm today manju warrier jijo joseph
2108,flower display empress garden pune,http://maharashtratimes.indiatimes.com/video/news/flower-exhibition-empress-garden-pune-2020/videoshow/73328925.cms,,,2106,flower display empress garden
2109,want kids career sports tips given rahi,http://maharashtratimes.indiatimes.com/video/news/how-to-make-child-career-in-sports-shooter-rahi-sarnobat-gives-tips-for-parents/videoshow/73328995.cms,make children love sports wants pursue career sports tips parents given shooter rahi sarnobat watch video,make kids interested sport want make career sport sarnobat gives parents tips shooting shooters watch video,269,want kids tips given make children love sports shooter rahi sarnobat parents given watch
2110,death khagendra thapa,https://ekantipur.com/news/2020-01-17/15792624928915609.html,news khagendra thapas death deepak pariyar lal prasad sharma fri jan pokhara fri jan,khagendra thapas death tidings deepika pariyar lal prasad sharma jan pokhara thu jan came hospital thursday health problems,4287,khagendra thapa khagendra thapa
2111,thalaivi arvind swamy teaser mgr,https://www.newspointapp.com/marathi-news/publisher-pudhari-marathi/top-news/articleshow/14504820b200b9299db2222b8404e51eea9e31e4,mumbai mgrs personality portrayed arvind swamy kangana ranauts film thalaivi shared mgr predictable look social media,mumbai leader online kangana ranauts movie thalaivi cast actor arvind swamy shared outlook social media mgr,3738,thalaivi arvind swamy mgr predictable look social media kangana ranaut film thalaivi arvind swamy
2112,wwe honors martin luther king jr special tribute video,https://www.newspointapp.com/english-news/publisher-sportskeeda/top-news/wwe-honors-martin-luther-king-jr-special-tribute-video/articleshow/145048207e8ff85a79d6325ad89bbe551ddb97f4,wwe honors martin luther king jr every year third monday january united states america commemorates memory martin luther king jr celebrating martin luther king jr,wwe honors martin luther king jr every year third monday january united states america commemorates memory martin luther king jr celebrating martin luther king jr day often shortened mlk day dr martin luther king jr assassinated remembered notable non violent activist successfully protested racial segregation discrimination people color civil rights movement recognition mar,5615,special tribute martin luther king jr united states third monday every year america commemorates
2113,tcs net profit rs crore,https://navbharattimes.indiatimes.com/business/business-news/tcs-net-profit-8118-crores-in-december-quarter/articleshow/73327819.cms,tcs reported net profit rs crore third quarter company net profit rs crore previous quarter,tcs reported net profit rs crore third quarter company net profit rs crore previous quarter,903,rs net profit crore rs crore rs crore third quarter tcs reported previous quarter net profit
2114,force looking security lieutenant governor jammu kashmir got strength personnel included,https://navbharattimes.indiatimes.com/state/jammu-and-kashmir/jammu/the-force-looking-after-the-security-of-the-lieutenant-governor-of-jammu-was-strengthened-19-more-personnel-included/articleshow/73326451.cms,jammu january language special security force ssf responsible security jammu kashmir lieutenant governor girish chandra murmu strengthened providing police personnel support staff,jammu jan language special security force ssf responsible security jammu kashmir lieutenant governor girish chandra murmu strengthened providing policemen support staff,3324,kashmir got strength personnel included lieutenant governor force looking special security force jammu january support staff ssf providing police personnel
2115,wont stand behind tukde tukde gang kangana deepika,https://www.newspointapp.com/english-news/publisher-siasat/top-news/wont-stand-behind-tukde-tukde-gang-kangana-deepika/articleshow/145048205c7ab7fe7a450b29dd3b10d0ff67ebb8,received mixed reactions political leaders well colleagues industry mumbai days praising bollywood actor brilliant performance sensitive sub,,57,sensitive sub received mixed reactions praising bollywood actor political leaders brilliant performance
2116,suspected murder tomb opened examined,http://pradhanavartha.in/archives/252943,body housewife died mysterious circumstances kundara kollam exhumed examined body sheela native nanthirikkal found following complaint relatives murder,body housewife found murdered mysterious circumstances kollam kundara unlocked examined sheilas body found nandirankal,1116,mysterious circumstances found following
2117,mahavikas aghadis sanjay daund unopposed legislative council,https://www.newspointapp.com/marathi-news/publisher-mt/top-news/articleshow/14504820074a2abdac006d398e1a3f582df4ed63,mumbai maharashtra vikas aghadis winning streak continues mahavikas aghadi candidate sanjay daund elected unopposed vacant seat legislative council bjp candidate rajan teli submitted candidature application,mumbai winning race maharashtra development alliance continues vacant seat legislative council sanjay daund leading candidate development elected unopposed bjp candidate rajan teli filed nomination,6768,sanjay daund unopposed mahavikas aghadi legislative council winning streak continues maharashtra vikas aghadi candidature application vacant seat legislative council elected unopposed
2118,follow day apple diet plan see weight loss,https://www.newspointapp.com/hindi-news/publisher-lifeberry-hindi/health/articleshow/14504820823a679b9f76110e3aeb91cf70df7158,nowadays seen people upset due increasing weight exercise sweat lot also need right diet plan along workout way today,nowadays seen people upset due increasing weight exercise sweat lot also need right diet plan along workout way today,3542,day apple diet plan see weight loss right diet plan along upset due increasing weight also need
2119,siliguri darjeeling turn lost control entered shop car dead,https://www.newspointapp.com/bengali-news/publisher-banglarpran-bengali/top-news/articleshow/14504820f7556a3d95beb8f887beb6782e6f7f30,siliguri friday dumper lost control darjeeling junction siliguri rammed several shops side road one person died incident deceased identified mangal mandi resident darjeeling junction,siliguri dumper entered number shops along road losing control darjeeling diversion siliguri friday one person died incident,2314,shop car dead one person died dumper lost control several shops mangal mandi darjeeling junction
2120,keep husband wife bedtime care things,https://www.newspointapp.com/hindi-news/publisher-rajasthankhabre-hindi/lifestyle/articleshow/145048206f50bde2e6b5670fbd091b6f54f99987,internet desk scriptures given special importance hindu society person likes work according scriptures according scriptures things done night house,internet desk special importance given scriptures hindu society person likes work according scriptures according scriptures tasks done night house,492,things given special importance work according person likes internet desk house hindu society
2121,samara nayaka returns battlefield bhim army leader chandrasekhar azad arrives delhi juma masjid indications lead protest caa,https://www.newspointapp.com/malayalam-news/publisher-keralavartha-malayalam/top-news/articleshow/14504820926e8f8b2e891d3e0bf270b3996f3e16,new delhi www kvartha com bhim army leader chandrasekhar azad released jail arrived juma masjid delhi delhi police arranged azad reach juma masjid caa,bhim army chief chandrashekhar azad arrived delhi juma masjid azad given opportunity visit jama masjid delhi police caa,5616,samara nayaka returns juma masjid delhi police arranged new delhi juma masjid com caa
2122,congress may give ticket nirbhayas mother kejriwal report,https://navbharattimes.indiatimes.com/video/news/congress-may-place-nirbhayas-mother-asha-devi-against-kejriwal-in-delhi-polls-reports/videoshow/73328215.cms,nirbhayas mother asha devi may fielded congress party chief minister arvind kejriwal new delhi seat claimed tv reports hand kirti head congress publicity committee today,nirbhayas mother asha devi may fielded congress party chief minister arvind kejriwal new delhi seat claimed tv reports hand kirti head congress campaign committee today,6395,congress may give ticket mother asha devi may chief minister arvind kejriwal new delhi seat congress publicity committee congress party tv reports today
2123,stop harassing chhatrapatis descendants,http://www.pudhari.news/news/Aurangabad/Immediately-stop-insulting-the-descendants-of-the-Chhatrapati/,aurangabad chhatrapati shivaji maharaj throne satara kolhapur senior leaders various parties trying oust chhatrapatis descendants political gain maharashtra,aurangabad chhatrapati honors leaders satara kolhapur online sake political interest senior leaders various parties trying disperse descendants chhatrapati maharashtra,2939,stop harassing chhatrapati chhatrapati shivaji maharaj oust chhatrapati various parties senior leaders political gain maharashtra
2124,punjab government get dr treatment dilip kaur tiwana,https://www.rozanaspokesman.in/news/punjab/170120/dalipkaurtivananews.html,mohali education languages minister tripat rajinder singh bajwa announced dr cost treatment dilip kaur tiwana borne punjab government dr dilip kaur tiwanas treatment mohalis max hospital,mohali education languages minister tripit rajinder singh bajwa announced dr treatment duleep kaur tiwana borne punjab government dr duleep kaur tiwana cure max hospital mohali,4122,dilip kaur tiwana punjab government get dr max hospital dilip kaur tiwana punjab government
2125,pain breasts excessive fatigue know pms,https://www.newspointapp.com/malayalam-news/publisher-asianetnews-malayalam/top-news/articleshow/1450482085870b00fc2010f369963939468a81e6,may heard pms premenstrual syndrome condition occurs menstruation mainly affects middle aged women feeling overweight breast,may heard pms premenstrual syndrome conditions menstruation common middle aged women losing weight breast,270,excessive fatigue feeling overweight breast premenstrual syndrome mainly affects middle aged women
2126,many thought would retire happen sharad pawar,https://www.newspointapp.com/marathi-news/publisher-webdunia-marathi/top-news/articleshow/14504820f95427966e2e8982fa31e835ec2aa6df,ncp president sharad pawar took news bjp leaders saying pawars politics assembly elections many thought would retire didnt happen,ncp president sharad pawar said politics pawar assembly polls took news avoiding anonymity many thought would retire didnt happen,1314,would retire sharad pawar many thought many thought bjp leaders saying would retire happen assembly elections
2127,government moved ahead bill require governors prior approval additional financial burden,https://www.asianetnews.com/video/kerala-news/government-forward-with-ward-division-bill-q4930u,government moves ahead bill ward division local government department prepared draft submitted law department bill approved cabinet wednesday,govt moves forward bill ward division local department drafted gave legal department bill approved cabinet meeting wednesday,3125,additional financial burden prior approval moved ahead local government department prepared government moves ahead law department ward division
2128,car crashing jammikunta heavy inclusions presence yards,https://www.newspointapp.com/telugu-news/publisher-asianetnews-telugu/top-news/articleshow/14504820b53c899f308c15e9cc35bff1b88ba57c,karimnagar municipal election campaign joint karimnagar district full swing ruling trs acting vigilantly election view outcome parliamentary elections sequence,karimnagar municipal election campaign joint karimnagar district progressing official trs vigilant elections keeping eye outcome parliamentary election,6396,jammikunta heavy inclusions car crashing municipal election campaign joint karimnagar district sequence ruling trs parliamentary elections full swing
2129,brother wow called timing aaps jitendrasinh tomars mla post canceled fake election case elections,https://www.newspointapp.com/gujarati-news/publisher-mantavyanews-gujarati/top-news/articleshow/14504820726990106da08fa53cc374c94d8b8ea4,delhi high court friday directed former delhi law minister aam aadmi party aap mla jitendrasinh tomar aap mla jitendrasinh,former law minister delhi thus aam aadmi party aap mla jitendra singh tomar mla jitendra singh,271,mla post canceled fake election case called timing jitendrasinh tomar brother wow elections aap mla jitendrasinh mla jitendrasinh tomar delhi high court aam aadmi party
2130,unnao rape case hc refuses suspend kuldeep sengars jail term seeks cbis reply appeal, Delhi News,https timesofindia com city delhi unnao rape case hc refuses suspend kuldeep sengars jail term seeks cbis reply appeal articleshow cms,unnao rape case hc refuses suspend kuldeep sengars jail term seeks cbis reply appeal top searches unnao rape case hc refuses suspend kuldeep sengars jail term seeks cbis reply app,"""Unnao rape case: HC refuses to suspend Kuldeep Sengar's jail term  seeks CBI's reply on appeal Top Searches: Unnao rape case: HC refuses to suspend Kuldeep Sengar's jail term  seeks CBI's reply on appeal PTI ",unnao rape case suspend kuldeep sengar seeks cbi jail term hc refuses https
2131,ansari returned parole arrested,https://odishareporter.in/nation/mumbai-blast-accused-arrested-from-kanpur-484330,mumbai dr boma jalis ansari sentenced life prison mumbai blasts case returned parole arrested kanpur today sit uttar pradesh police arrested mumbai,,1923,mumbai blasts case uttar pradesh police mumbai kanpur today jalis ansari dr boma
2132,amazon promises create million jobs india day union minister snubs jeff bezos,https://scroll.in/latest/950227/amazon-promises-to-create-1-million-jobs-in-india-by-2025-day-after-union-minister-snubs-jeff-bezos?utm_source=rss&utm_medium=newspoint,e commerce giant amazon create million jobs across india chief jeff bezos claimed friday statement came amid strained ties indian government company,e commerce giant amazon create million jobs across india chief jeff bezos claimed friday statement came amid strained ties indian government company use amazon global footprint enable us billion exports indian products rest world bezos said letter amazon customers sellers partners posted homepage amazon friday investments india create additional million jobs across country american businessman added fall love india every time return boundless energy innovation grit indian people always inspire bezos arrived india tuesday meet senior government officials business leaders said wednesday commerce giant would invest billion rs crore digitise small medium businesses india company would use global footprint export billion worth make india products added also predicted st century going indian century st century important alliance going us india read,3126,create million jobs amazon promises day chief jeff bezos claimed commerce giant amazon indian government
2133,son farmer studying government school first became constable ips,https://www.newspointapp.com/punjabi-news/publisher-rozanaspokesman-punjabi/top-news/articleshow/145048200f5cbbfa01af7ed3729d77ea67bcc8d0,new delhi lot craze government jobs villages even today ones son becomes government official question becomes nothing else becoming government teacher big deal backward class rajasthan,new delhi government jobs villages still cramped today son becomes government officer questioned nothing else becoming government teacher big deal one rajasthans educated,272,government school first became farmer studying villages even today son becomes rajasthan question becomes nothing else new delhi government teacher government official government jobs big deal backward class
2134,successful launch isros gsat satellite ariane rocket,https://navbharattimes.indiatimes.com/state/other-states/bangalore/chennai/successful-launch-of-isros-gsat-30-satellite-with-ariane-rocket/articleshow/73331484.cms,bengaluru jan language indias communication satellite gsat successfully launched french guiana late thursday night ariane rocket indian space research organization isro said information friday,bengaluru jan language indias communication satellite gsat successfully launched french guiana thursday night ariane rocket indian space research organization isro said information friday,6586,gsat satellite successful launch ariane rocket indian space research organization communication satellite gsat ariane rocket successfully launched jan friday
2135,waive permits luxury buses state government prevent decentralization,https://www.asianetnews.com/kerala-news/permits-for-luxury-buses-state-government-to-block-central-move-q496dj,thiruvananthapuram state government strengthened stand central governments move waive permits luxury buses transport minister ak sasindran called meeting trade unions next wednesday,thiruvananthapuram state government taken stand move remove luxury buses transport minister ak sasheendran hold meeting peoples organizations next wednesday,6769,waive permits prevent decentralization transport minister ak sasindran trade unions next wednesday waive permits state government luxury buses central government
2136,nepal return lakh kg red sandalwood nepal caught smugglers,https://navbharattimes.indiatimes.com/world/asian-countries/nepal-to-handover-173072-kg-of-red-sandalwood-to-india-confiscated-while-being-supplied-to-china/articleshow/73333308.cms,kathmandu kg red sandalwood seized government nepal various smuggling incidents last years returned india sandalwood smuggled india china via nepal,kathmandu kg red sandalwood seized nepal government various smuggling incidents last years returned india sandalwood smuggled india china via nepal,2940,lakh kg return red sandalwood nepal caught china via nepal various smuggling incidents red sandalwood seized last years
2137,metoo ncw closes sexual harassment case anu malik due lack evidence,http://timesofindia.indiatimes.com/videos/entertainment/hindi/metoo-ncw-closes-sexual-harassment-case-against-anu-malik-due-to-lack-of-evidence/videoshow/73332923.cms,,,1924,anu malik due
2138,video, “One-handed” Manish Pandey plucks ball out of thin air to send David Warner packing,https www newspointapp com english news publisher sportscafe cricket video one handed manish pandey plucks ball thin air send david warner packing articleshow e bf aabaf ac,manish pandey incredible fielder doubt anything makes fielding delight catching skills today karnataka skipper showcased brilliant catching ski,Manish Pandey is an incredible fielder  no doubt  but if anything that makes his fielding a delight  it has to be his catching skills. Today  the Karnataka skipper showcased his brilliant catching skills once again  by picking an incredible one-handed stunner to see David Warner’s back in Rajkot. “If he doesn’t get you some quickfire runs  then he will show his skills on the field” - Well  for a certain man from Ranchi  this held true for the majority of his career with ’s incredible stumping...,www
2139,married times,https://www.newspointapp.com/bengali-news/publisher-enewsbangla-bengali/top-news/articleshow/1450482050cd38936c2c85ca6a97f8b93d88997b,romantic couple tucson area state arizona united states want keep romance like first time ever succeeded endeavor romeo juliet era could called,highly romantic couple tucson area arizona state united states want keep romance exactly first time successful endeavor romeo juliet era could called,1925,times united states want first time ever tucson area romantic couple romance like era could
