,id,category_tree
2245,3548,Entertainment^Real Estate-->highway authority mangaluru highway authority siege highway authority january congress st throughout st
2246,5620,Sports & Games^Entertainment-->underrated actors nil furious big name ali fazal
2247,5621,Real Estate^Real Estate-->construction tunnel collapsed killed construction tunnel collapsed two others tuesday morning still trapped north china four people confirmed dead ac
2248,6172,Banking & Finance^Real Estate-->abruptly rejected harry royal titles royal salaries queen elizabeth british people wife megan prince harry british public
2249,3935,Education^Education-->kannur govt president satheesan pacheni said dcc says medical college government medical college masterless college naming people
2250,6950,Education^Music and Audio-->lakh rupees recovered two crooks arrested noida january encounter last night dadri police station police recovered stolen motorcycle cash
2251,3329,Food & Dining^Air Travel-->mass protests citizenship amendment act adair garden grounds nrc npr city
2252,3936,Entertainment^Banking & Finance-->percent suicide cases mental stress increased inciting intoxicated students financially insecure sense commit suicide senior psychiatrist sagar mundra private employees
2253,6008,Entertainment^Real Estate-->india marathi literary conference saint gorobakaka india marathi sahitya sammelan saint gorobakaka posisnama online different ways
2254,2734,Entertainment^News & Politics-->arvind kejriwal roadshow party workers rioted aam aadmi party january
2255,3549,Education^Sports & Games-->host boxing olympic qualifiers india get olympic qualifying tourna local boxers india get confidence booster
2256,1522,Education ^DFP-->match rohit team new zealand rohit sharma returned five matches starting match new zealand month indian team
2257,,nan^Home & Garden-->good performance continues joint lead chennai open school student gb harshavardhan another grandmaster ukraine chennai january chennai continued tuesday good performance fifth round
2258,6009,CAN^Entertainment-->two smugglers arrested dcp anto alphonse said also arrested two smugglers illicit liquor brought caught quarters dabri police station police team task new delhi
2259,705,Entertainment^Real Estate-->cii suggests easing nbfcs hfcs enhance liquidity certain norms tuesday recommended easing industry body cii housing finance companies ease ecb banking financial companies hfcs enhancing liquidity certain norms
2260,908,Gadgets & Technology^Real Estate-->tv serials
2261,6951,Entertainment^Real Estate-->excessive fatigue feeling overweight breast premenstrual syndrome mainly affects middle aged women
2262,2112,Banking & Finance^News & Politics-->couple robbery case car robbery one arrested thrissur mannampatta varaka car near mundur itc money laundering
2263,,nan^Real Estate-->draft voter list published today local elections draft voter list voter list published today panchayat municipalities objections regarding
2264,1523,Banking & Finance^Entertainment-->bjp suffered due mega recruitment household food eknathrao khadse new government farmers crop insurance coalition government changed even agriculture department
2265,,nan^Entertainment-->justice arun mishra said prevent illegal construction illegal construction work justice arun mishra wooden flats new delhi expressed regret
2266,2945,Impression^Real Estate-->mundra port crore gujarat zonal unit carried january trailer marked specific information revenue intelligence mundra port
2267,,nan^News & Politics-->human rights china project official slams google top ex notch former executive tech giant raised questions offices alleging human rights blasted google
2268,4687,Entertainment^News & Politics-->said nellai kannan slandering prime minister modi madurai high court seeking bjp leader amit shah nellai kannan case filed
2269,6173,Entertainment^Entertainment-->dakar rally race wadi al dawasir portugal representing india hero motorsports team world dangerous sports dakar rally
2270,2537,Religion & Spirituality^Religion & Spirituality-->arti singh escaping rape take necessary action bigg boss kashmera shah bigg boss house deepika padukone arrived vikrant massey real story asked housemates
2271,,nan^Real Estate-->cost may aquarius home vehicle foot dear aquarius spent sparingly perfectly available mind today keep tasks cash flow
2272,6174,Air Travel^DFP-->south africa tour sa vs eng injured rory burns second shock test series south africa playing football
2273,1121,Food & Dining^Real Estate-->cat tests buddhist monk saint new year buddhist monk
2274,3130,Banking & Finance^Real Estate-->local ward redistricting ward division ordinance several hurdles local wards
2275,706,Entertainment^Education-->sex video viral aunt rape sunday arrested old man old girl bangor police allegedly raping
2276,5054,Education ^Travel & Tourism-->kolar district silk department vacancies raghavendra prasad silk production silk department kolar district
2277,6175,Career & Job^Entertainment-->sukhbir badal shiromani akali dal balwant singh rajoana sachdeva
2278,280,Education^Real Estate-->mani announces udf candidate jose udf candidate stand clear pj joseph meeting held meeting mani made kuttanad seat jose
2279,4124,Real Estate^Real Estate-->enrollment number key sheet number
2280,3550,News & Politics^Education-->full responsibility friday said muslims would take aiadmk regime
2281,6771,Air Travel^Education-->sunni youth leader display body parts citizenship law kerala sunni youth league citizenship law citizenship law
2282,5055,Travel & Tourism^Education-->wildlife smugglers wildlife smuggling gang thane forest department forests four people birds
2283,707,Vehicles & Parts^Real Estate-->rocket attack iraqi air base four iraqi soldiers us troops ra propelled grenades
2284,708,Entertainment^Entertainment-->kerala ranks first bihar lags far behind sustainable development goals sikkim made progress number one position uttar pradesh judicial commission former
2285,909,Entertainment^Real Estate-->tuesday allegedly entered charge registrar denies campus claim cops gujarat vidyapith gujarat police
2286,3741,Education^Real Estate-->tata steel challengers chess nihal vishy falter round wijk aan zee nihal sarin eighth round
2287,3742,Real Estate^CAN-->high court upset police transfers police department high court today directed clear affidavit stating police staff board karnataka police police officers
2288,60,Music and Audio^Real Estate-->little brother beautiful moment flower
2289,5056,Entertainment^Entertainment-->new industrial investments time digital desk last two months thursday gst collection early signs domestic market car sales
2290,495,Entertainment^Entertainment-->ravi teja song ravi teja actress nabha natesh playing chandini play one female leads disco raja
2291,3331,Entertainment^Religion & Spirituality-->enter indian market smartphone statement released new delhi indian market company said smartphones
2292,709,Vehicles & Parts^Entertainment-->ramanathapuram district tomorrow police security intensified places rural local government elections take place tomorrow panchayat unions ramanathapuram district held peacefully counting centers phases
2293,1122,Entertainment^Entertainment-->pete buttigieg steps presidency heats south bend indiana new year last official act eight years ceremony
2294,1729,Real Estate^Real Estate-->locals met countries nations including kashmiris deny foreign envoys
2295,6772,Education ^Education-->silicon valley bank looks bengaluru office employees initiati data analysts bengaluru office employees
2296,6401,CAN^News & Politics-->launched next month get big battery new device next month new smartphone chinese company bigger battery better upgrades believed
2297,2318,Education^Real Estate-->sandeepan vimalakant nagar combative cultural worker mathura color worker consciousness giving direction sandipan awakened actor rakesh pandey speaking senior painter
2298,5231,Air Travel^Education-->hina khan bigg boss superstar salman khan contestant hina khan show bigg boss hosted bigg boss house bigg boss fun task current season
2299,5623,Banking & Finance^Banking & Finance-->saif ali khan getting old appropriate roles debutante alaya furniture looks forward look young getting old
2300,6589,DFP^Health & Pharmaceutical-->sanjay raut taking place across many student organizations jawaharlal nehru university jnu students also studied
2301,1318,Entertainment^Impression-->bigg boss family members outshine two members family task taking place pleasant atmosphere antics
2302,2113,Banking & Finance^Entertainment-->tiktak hoodi television actress air hostess geeta alias bhavya gowda pampered face heroine colors kannada television journey house talk
2303,3131,Career & Job^News & Politics-->ycp mp vijayasaireddy former cm chandrababu extended times routinely extends pd act eggs babu tear
2304,,nan^DFP-->isis men vadodara city thursday nabbed terrorism squad gujarat anti gorva area alleged operative
2305,5232,Banking & Finance^Real Estate-->allu arjun bonds pic talk mom nirmala office outing ala vaikunthapurramuloo telugu states latest box global box family baahubali records
2306,1319,Banking & Finance^Entertainment-->makar sankranti makar sankranti sun god makar sankranti day sun god sun god makar sankranti specially worshiped know birth story also read
2307,3551,FMCG^Education -->india vs new zealand b shreyas iyer hammered colin munro shreyas iyer ross taylor kl rahul shreyas mom india
2308,3332,Real Estate^Click-->entrance fee bride asks exclusive guest list american bride asked surely expensive one jan ani
2309,4125,Banking & Finance^Entertainment-->roorkee submits report sector level parking also made recommendation level parking lot first underground multi sector indian institute detailed report city
2310,2114,Entertainment^Real Estate-->parents chandran pillai thugs broke radha brother unnikrishnan
2311,5233,Real Estate^News & Politics-->caa protests refused pm modi post pm modi citizenship amendment act caa protests refused assam appeared first many parts fier
2312,1123,Food & Dining^Career & Job-->saffron statement former rajya sabha mp saints saffron statement
2313,6952,Education^Real Estate-->people rescued nursing home mentally ill patients treated inhumanely sang nursing home
2314,2319,Education^Impression-->akhilesh yadav called shah sp president akhilesh yadav citizenship amendment act soul public debate dhombi baba ca
2315,910,Entertainment^Real Estate-->pant doctor head hit observation listen life pant doctor never ask austria questions
2316,710,Religion & Spirituality^Entertainment-->aurangabad team wins district cricket tournament first innings first innings osmanabad team inter
2317,1124,Real Estate^DFP-->states says report household incomes fall mining ban report titled mining mining ban pruden karnataka says household incomes
2318,6402,News & Politics^Real Estate-->companies issues related draft data storage commerce policy new delhi january internal trade industry representatives commerce sectors
2319,1125,Travel^Air Travel-->oppo launches new smartphone new year series category oppo launches new year first smartphone
2320,496,Real Estate^Real Estate-->totally depressed fried foods avoid fried cause mental health problems junk food consumption food science studies show nutrition international journal
2321,2946,Education^Air Travel-->south india colorectal cancer decades indian dietary patterns inflammatory bowel disease last couple
2322,61,Real Estate^Entertainment-->masai releases honor honor smartphone honor smartphone honor india recently unveiled january th charles peng
2323,5057,Banking & Finance^Real Estate-->electrified vehicles volkswagen sells german car manufacturer volkswagen selling new delhi hybrid ones full battery electrified vehicles electric models around half
2324,3937,Music and Audio^Entertainment-->whatsapp marketing could next big thing digital marketers wha currently using business app
2325,5404,Banking & Finance^Vehicles & Parts-->nirmala sitharaman condemn lt jnu violence home ministry appointed lieutenant governor new delhi mob broke
2326,3938,Real Estate^Banking & Finance-->risen today much shaving gold prices risen today much shaving time high new year gold rose gold prices
2327,62,News & Politics^Real Estate-->new technology center union minister foundation stone union minister laid new technology center battery powered vehicles vehicles according foundation stone country
2328,1320,Entertainment^Real Estate-->still survive organ transplantation kanchrapara basin kolkata sskm hospital correspondent kolkata sunday morning doctors declared bike accident
2329,3939,Entertainment^Real Estate-->chandan taparia chandan taparia recomm motilal oswal securities jubilant foodworks ltd chandan taparia target price rs rs current price buy call
2330,,nan^Entertainment-->new year celebrations crore rs crore lakhs liquor sales stood liquor sales two days december
2331,4470,Religion & Spirituality^Entertainment-->orchid flower institute horticultural technology new delhi january horticultural technology gra substantial increase rajesh abhay orchid flowers northeastern state meaning
2332,3743,Entertainment^Real Estate-->eat capsule daily major diseases physical changes body soon bringing physical changes one capsule hello friends comedy channel channel everyday
2333,5406,Gadgets & Technology^Real Estate-->nexa offers ar technology powered experience maruti suzuki suzuki connect advanced telematics solution maruti suzuki msil
2334,1126,Entertainment^Entertainment-->week read full details delhi ews admission nursery admission process time south mcd class seats nursery kg nursery admission dg category thousand
2335,4688,Entertainment^Education -->missionary journey social transformation community missionary mission minded organization hiremath said february city
2336,6590,Air Travel^CAN-->discussing current political situation meet today opposition party meeting current political situation congress working committee delhi next week new delhi saturday afternoon country
2337,,nan^Home & Garden-->fee hike delhi high court challenging jnu students union inter hostel administration hostel manual tuesday moved plea fee hike decision amending
2338,6010,News & Politics^Entertainment-->cm ashok gehlot big decision feet road street bars rajasthan cities new delhi big decision bar license
2339,3940,Real Estate^Real Estate-->cricket world cup first time
2340,4290,Food & Dining^Online Services-->i squad nz tour mumbai jan match i series sri lanka sanju samson member squad india named familiar
2341,4689,Entertainment^Entertainment-->another player handed cricketer irfan pathan known player team india
2342,4471,Banking & Finance^Entertainment-->union minister dharmendra pradhan go crazy diesel prices rising petrol new delhi diesel prices
2343,281,DFP^Entertainment-->unlock land value six lakh villages resolution maps new high improve road navigation country boost urban reso mammoth exercise making high area infrastructure
2344,911,Entertainment^Real Estate-->eyes simplest tips dry naturally mix one teaspoon half teaspoon tomato juice lemon juice cold water minutes
2345,,nan^CAN-->cattle forced flaming bo owners grab fire stacks fire blazes cattle readied
2346,6012,Real Estate^Click-->indian sailors released rescued sailors january indian navy ship indian navy indian private boat new delhi information given incident happened
2347,3941,Real Estate^Real Estate-->husband cuts throat kills housewife husband montu rana sunday morning rented house pre police recovered mansi patir
2348,3942,Entertainment^Click-->year fame ii failed rs hero electric cr investment next three years production capacity electric scooters august
2349,63,Entertainment^Online Services-->primary health centers kk shailaja said family health centers tribal rehabilitation area minister kk shailaja said primary health centers family health centers aralam farm
2350,3744,Personal Finance^Real Estate-->told students kerala citizenship law
2351," Updated: Jan 19  2020  19:58 IST Puppies sit near a bonfire during a cold morning in Delhi on Sunday. (PTI photo) NEW DELHI...""",Real Estate^Real Estate-->strong measures taken merzikutty amma marine fisheries small fish fisheries minister
2352,3132,Travel & Tourism^Education-->passengers bound mumbai airport iraq stopped passengers traveling security reasons mumbai airport hit travelers
2353,5058,Entertainment^Real Estate-->ind vs sl www
2354,2735,Entertainment^Real Estate-->using bags dna bangla desk personal life express interest also different
2355,,nan^Online Services-->labushan starts australia well sydney test new zealand third test match sydney cricket ground strong runs first double century first innings australia scored
2356,5059,Real Estate^Entertainment-->huge luxury residence next june last year intelligence agencies search complete location map devinder visited pathankot military base found military base devinder singh unaccounted amount two days three years rs rental house hizbul terrorists lakh kashmir dcp devinder singh srinagar suspended corpus headquarters terrorism charges shocking information new delhi
2357,4291,Travel & Tourism^Banking & Finance-->recover gavaskar mhada set bandra plot bandra plot top searches recover gavaskar mhada set balla jaisinghani
2358,4292,Online Services^News & Politics-->icc test rankings goalie rahane advances international cricket council ranking list best batsmen
2359,5624,Education^Real Estate-->also benefit worry often worry private sector lost jobs get salary
2360,2115,Banking & Finance^Vehicles & Parts-->sri lanka proposed indian team nd match first match scheduled match series sri lankan team second touring india canceled due
2361,4293,CAN^Real Estate-->india vs australia www
2362,3552,Air Travel^Real Estate-->reliance jiofiber users get gb data good news rs top new delhi reliance plan offering tb jiofiber users good news gb data
2363,3943,Vehicles & Parts^Entertainment-->indrani halder turns year older actress turned emotional sweet gesture
2364,712,Education ^Music and Audio-->congress believes silent prohibition act jds leaders often believe ashok sarcastically said ban astrology
2365,3333,Vehicles & Parts^Real Estate-->come full silk flowers keeping flowers house decorated feng shui everyone loves
2366,5625,Entertainment^News & Politics-->railways increased passenger fares much domestic gas subsidized domestic gas cylinders increased since today gas year train fares news published january first day daily news
2367,,nan^Real Estate-->national infrastructure projects announced national infrastructure projects last press conference said nirmala sitharaman new delhi
2368,,nan^Real Estate-->written examination admission letter ksp rsi post inspector written admit card candidates
2369,3133,Entertainment^Entertainment-->saving three lives car crash himachal pradesh school family members comprising serviceman grandfather ro girl student class ix
2370,1322,Education^Real Estate-->us bombing effect also everyday items rich middle east tense situation new delhi negative impact many ways
2371,3334,Entertainment^Online Services-->zodiac signs amount change amavasya night see many big changes zodiac change yoga yellow button goddess kalratri follow us dear friends
2372,4869,Health & Pharmaceutical^Real Estate-->thousands protest new year hong kong would deport criminals protesters marched new year hong kong
2373,4870,Family and Relationships^Real Estate-->hafiz saeed tightened grip terror funding case close aide zafar iqbal witnesses recorded statements terror funding case hafiz
2374,1128,Entertainment^Entertainment-->rohit sharma worldwide fan base world cup devastating batting style scoring player indian vice
2375,6013,Banking & Finance^Click-->upcoming series indian board sri lanka january bcci announced players
2376,64,Food & Dining^Music and Audio-->young man injured youth allegedly injured five thousand rupees young man video two days social media shahjahanpur district police beating going viral
2377,1524,Real Estate^Entertainment-->sell penthouse luxury flats first time housing scheme selling luxury flats luxury flats sell penthouse first time
2378,,nan^Real Estate-->world cup points table icc world cup points table icc
2379,1525,Education ^Entertainment-->high court ruling private vehicles vehicles must taken action standards set number plate
2380,1526,Real Estate^Entertainment-->new managing director pizza hut meryl perera wednesday informed merrill perera american company yum brands pizza hut international company said statement new delhi managing director jan indian subcontinent
2381,2538,DFP^Real Estate-->open international offices company sec company secretaries
2382,713,Real Estate^Real Estate-->shaheen bagh alleged tha shaheen bagh protest site placed posters paytm
2383,4871,Entertainment^Real Estate-->watch channels trai customers great relief rupees rs new delhi large channels channels
2384,5407,Entertainment^Real Estate-->host national billiards snooker championship snooker championship national billiards january former february
2385,"""Taasir Hindi News Network ",Automobiles^News & Politics-->siddharth malhotra shares sher shah actor sidharth malhotra took mumbai jan thursday morning film chronicles
2386,5626,Real Estate^Religion & Spirituality-->area around makeup around look older eyes eye irrationally also possible
2387,3335,Education ^Banking & Finance-->mosques says bjp mla nationals store weapons political secretary
2388,4472,News & Politics^Real Estate-->indian woman player clean false utensils whole society definitely completed
2389,5234,Education ^Gadgets & Technology-->congress appoints nalanga committee jnu violence new delhi investigate ch goonda attack congress
2390,1323,News & Politics^Real Estate-->rare disease genetic problem doctors say doctors know
2391,5408,Entertainment^Entertainment-->title hopes meet today east bengal strong east bengal gokulam kerala enters away match today pm title hopes league football kalyani stadium
2392,6954,News & Politics^Entertainment-->tamil teaser mammootty movie tamil teaser mammootty movie bibin mohan aneesh hameed ajay vasudev
2393,1730,Music and Audio^Click-->far people infected china corona killer virus infection like sars spreading fast killed spreading rapidly man corona virus
2394,4294,Air Travel^Entertainment-->taking drugs singer gwynith paltrow vacation tour taking drugs los angeles falchuk actress heavily
2395,4473,Food & Dining^Real Estate-->https
2396,65,Personal Finance^Real Estate-->laptop released next generation laptop computer gained popularity
2397,5235,Banking & Finance^Religion & Spirituality-->massive fire breaks residential apartment casualty reported sector today massive fire broke massive fire breaks apex athena society residential appartmet doused casualty reported th floor
2398,1324,CAN^Real Estate-->video calls based new device called device thinksmart view microsoft teams make audio
2399,5409,Real Estate^Entertainment-->three kilos three kilograms january ist ta
2400,913,News & Politics^CAN-->missing tutor overnight police found niwari police station continued nbt news modinagar sunday night family suspects
2401,​Rohit Sharma was at his marauding best as he cracked a blistering 119 against Australia. ​ India produced a clinical performance to down Australia in the series decider at Bangalore. After the bowlers restricted Australia to a score of 286  the Indian batsmen came out all guns blazing and chased down the target with 15 balls to spare. It was a clinical all-round performance by the Indian team  and they once again displayed why they are a dominant force in home conditions. With this  the ‘Men...,Real Estate^Real Estate-->tollywood actresses traditional wear gorgeous diva favourite actresses carry would like surely amaze makara sankranti look auspicious occasion
2402,4690,Impression^Real Estate-->tirupati laddu tirupati ezhumalayan temple laddu offerings given coming vaikunda ekadasi thus devotees
2403,4295,Education ^Banking & Finance-->highest pay bangalore tops watch live tv top paying city highest paid industry
2404,"""Amazon India to include 10 000 electric vehicles in delivery fleet by 2025 Top Searches: Amazon India to include 10 000 electric vehicles in delivery fleet by 2025 PTI ",Religion & Spirituality^Real Estate-->illegally operating brick quarry two tipper lorries two tipper lorries madikkai village illegal chengal quarry com
2405,66,Entertainment^Entertainment-->expecting revenge winning five consecutive tests australia captain tim paine super series jan host india cannot wait
2406,6955,Air Travel^Real Estate-->starring opposite superstar rajinikanth kollywood lady superstar nayantara various projects currently busy
2407,6177,Education^News & Politics-->us missile strike kills least us soldiers us attack us airstrike two countries risen following
2408,4126,Banking & Finance^Real Estate-->teesta setalvad exist anywhere based citizenship punjabi poet pash grow right back bomb must reduce
2409,6178,Entertainment^News & Politics-->tcs reaches supreme court cyrus mistry mumbai tata consultancy services ordered cyrus mistry tcs supreme court
2410,2322,Entertainment^Career & Job-->cut clutter uniform shape notified make navigation direction boards city easy
2411,4296,Automobiles^Entertainment-->stadiums venues last decade grinding decade b india winning note upcoming hurdles busy schedule b
2412,1930,Religion & Spirituality^Automobiles-->paddy scam investigation stopped soon supplies department paid soon paid farmers government funds come district food
2413,2539,Food & Dining^Religion & Spirituality-->arunachal pradesh schools written questio state assembly arunachal pradesh schools
2414,6179,Banking & Finance^Automobiles-->young shreyas iyer take india home another special display opening i new zealand
2415,497,CAN^Real Estate-->last years price hike price increase blindfolded public rising rapidly since consumer price index retail price rise retail inflation rate
2416,,nan^Banking & Finance-->seeing hot pictures black dress uc media channel dear friends
2417,4474,News & Politics^Entertainment-->address issues without waiting taken steps nirmala sitharaman address issues without waiting th taken steps gst collection flipboard govt
2418,6591,CAN^Entertainment-->municipality says wow crown yet star hotel taj palace charge rs crore standing committee municipality made changes municipal road
2419,5236,Career & Job^Real Estate-->young man died bike collided son young man road crossing com bike collided abdul qadir
2420,6180,Real Estate^Real Estate-->using stairs bone joint regular use metabolism rate may reduce heart disease
2421,,nan^Real Estate-->see makar jyoti district collector
2422,,nan^Music and Audio-->answer every question related b visa b visa validity period companies hire people hvb visa many indian
2423,915,Entertainment^Entertainment-->jeddah changes parking fees riyadh airports five riyals per hour three riyals saudi arabia riyadh airports parking fees parking fee old airport jeddah
2424,916,Automobiles^Real Estate-->rs lakh flood relief scheme nine roads malappuram district rs lakh flood relief scheme district collector said nine roads
2425,1129,Entertainment^News & Politics-->increased one half times years rs crore gargai project proposed future water needs reservoir municipal corporation
2426,917,DFP^Real Estate-->republic day celebrations indian army indian army abu dhabi
2427,1325,Religion & Spirituality^Real Estate-->see unique unique beautiful borders bottom
2428,5627,Real Estate^Real Estate-->special desk skin problems one capsule ie vitamin capsule
2429,2947,Career & Job^Real Estate-->kpsc releases list eligible candidates minorities directorate matriculation post hk
2430,3337,Real Estate^Real Estate-->three hundred years historical memories
2431,Watch the popular children horror story 'Rohossyo Golpo'. For popular children story  kids songs  children songs  children poems  baby songs  baby rhymes  kids nursery rhymes  nursery poems in bengali visit Etimes bengali kids sections. Check out Etimes Kids videos section for more Kids Nursery rhymes  Baby songs  Kids poems and horror stories.,Real Estate^News & Politics-->malayalam actor dilip kumar last two years sexual harassment following allegations film actress
2432,,nan^CAN-->big news terrorists pile navjivan bulletin
2433,499,Real Estate^Food & Dining-->south film industry neha dhupia talks southern film industry used bollywood actress neha dhupia recent interview opened given special treatment souther male co
2434,3746,Banking & Finance^Real Estate-->crocodiles flourish lush green charotar belt voluntary nature conservancy central gujarat crocodiles
2435,4691,Education ^Entertainment-->amravati farmers angry drinking bots police repression jai amravati even count change despite capital villages baton charge days
2436,2736,Real Estate^Real Estate-->khatron ke khiladi karisma tanna
2437,,nan^CAN-->cruz vacation pictures cruz recently took seen spending pictures ileana instagram story fun times
2438,1131,Air Travel^Real Estate-->coronavirus death toll rises people believed home deadly coronavirus
2439,5237,CAN^Real Estate-->free kashmir plaza free kashmir placard incident mysore university
2440,6956,CAN^Family and Relationships-->indian team finally sanju team three changes final match first match sri lanka canceled due bowl first
2441,4872,Education ^Air Travel-->indian government expenditure commitments amid another interim dividend government plans fiscal lifeline central bank
2442,5628,Education^Music and Audio-->ropeway attractions world famous jog falls jog falls new attraction dimension gopal yadagare shimoga ropeway project many years
2443,4475,Entertainment^Real Estate-->strict lending control urban co reserve bank operative banks new measure rejects kerala operative bank scam tighten lending controls maharashtra pmc co reserve bank operative banks urban co
2444," Upda...""",Health & Pharmaceutical^Real Estate-->defeat boy would happen two weeks taught according incident imam finds
2445,6592,Music and Audio^Education -->hardik pandya fitness test two warm new zealand new delhi lower back international comeback hardik pandya chronic injury
2446,5826,Info Tech^Real Estate-->deepening sai homeland controversy maharashtra cm uddhav thackeray sai homeland controversy political controversy pathri sai parbhani district
2447,5827,Vehicles & Parts^Banking & Finance-->inova rival kia carnival single day kia motors huge success first car
2448,3944,News & Politics^Real Estate-->thousand crore rupees eight crore farmers new year kisan samman nidhi yojana prime minister launched february last year hectares
2449,2948,News & Politics^Real Estate-->many additio reducing risks markets regulator cash markets
2450,3134,Entertainment^Entertainment-->rowing federation lifts two year ban dattu bhokanal ioa athletes commission anju bobby george year ban immediate effect behalf
2451,714,Entertainment^Real Estate-->job seekers good news future fund organization union labor new delhi employment ministry
2452,2323,CAN^Career & Job-->different path pune watch live tv former opponents means eat saffron earlier different path
2453,2737,Real Estate^Entertainment-->pm modi obscene post man arrested social media prime minister narendra modi allegedly sharing obscene posts uttar pradesh jan bulandshahr district ani
2454,4297,Vehicles & Parts^Real Estate-->rs per quintal cm home office chief minister backed paddy prices central government
2455,5238,Music and Audio^Food & Dining-->girl telling life story south africa old kristen kristen stays falls asleep chris
2456,2324,Education^News & Politics-->opposition parties criticized visiting diplomats several major countries indian political thursday termed opposition parties new delhi led government jan guided tours
2457,,nan^Banking & Finance-->series also pockets india beat australia wickets first match bat first final odi
2458,4127,Religion & Spirituality^Entertainment-->famous american hot singer bikini yoga performed people watched famous singer britney spears started focusing star people new year fitness routine
2459,"""China: Mystery virus claims sixth victim as holiday travel stokes risk Reuters ",Real Estate^Air Travel-->jose prakash remanded two years two years local bjp leader minor girl
2460,715,Entertainment^Real Estate-->kochi native girl killed thrown away stab wound defendant arrested old girl brutally killed
2461,,nan^Entertainment-->yrs direct taxes first time income tax collec point last year trillion rupees tax department india amount collected
2462,3945,Banking & Finance^Real Estate-->minimum temperature stands degrees celsius cold morning https
2463,1931,News & Politics^News & Politics-->sultan qaboos bin said india declares state mourning nearly five decades national flag state mourning arab country
2464,,nan^Entertainment-->different tools used international cricket match heavy overnight rain tom shaw helicopter tries getty images first game
2465,2325,Education^Entertainment-->stomach inflammation get rid acidity forever stomach related diseases due stomach upset uncontrolled eating people nowadays also bothered ac
2466,6957,Education^News & Politics-->given police protection muthoot employees high court provide travel information provide protection working conditions muthoot employees high court court ordered
2467,2326,Air Travel^Education-->qatar iran agree de president hassan rouhani thani said tehran solution meeting iran iran agree
2468,2738,News & Politics^Real Estate-->smith lapushen australia scored overs overs
2469,3553,Sports & Games^Entertainment-->th class graduates navik works coast guard approximately navy missions indian coast guard eligible candidates
2470,5828,Entertainment^Entertainment-->muktha makes come back television serial titled koodathai popular figure nasrani makes malayalam films actress muktha achanurangatha veedu
2471,2739,Banking & Finance^Banking & Finance-->salt fan anil ambi news station disguised movie
2472,3747,Air Travel^Entertainment-->nirbhaya case apex court rectification petition filed correctional petition filed accused vinaya sharma nirbhaya case new delhi mars judge bench death sentence apex court
2473,284,Education ^Vehicles & Parts-->aspiring murugadoss screamed begins attendance vasu put rajini chandramuki director vasu start soon second part directing actor rajinikanth
2474,5829,Real Estate^Religion & Spirituality-->score ire youngest team west indies thrilling final four runs
2475,5630,Entertainment^Entertainment-->smart city reality check work started months ago cost rs crore rs crore many important last stage
2476,4692,Air Travel^Entertainment-->yes bank acquires redeeming mortgage shares percent stake sickle logistics per cent stake yes bank ltd bank told bse yes bank pledged shares new delhi jan acquired
2477,5830,Entertainment^Impression-->attacker killed paris january injuring two others puli park south officials said man stabbed
2478,1132,Real Estate^Real Estate-->give equal respect several motives behind meghna gulzar cried january chappak
2479,918,News & Politics^Entertainment-->tania paints sufi picture new song titled qubool sufna first love ballad first song film audience hooked
2480,285,Entertainment^CAN-->varsity seeks assure students tuesday regretted police action aligarh muslim university decem caa protest
2481,6958,Entertainment^Real Estate-->hindi teacher taught promoting secularism girls high school teaching hindi promoted secularism kodungallur govt kk kalesan biology class
2482,,nan^Real Estate-->new year party top songs neha kakkar new year celebrations top songs different places
